,set_num,name,year,theme_id,num_parts,price_mean_N,price_min_N,price_max_N,set_qty_N,currency_N
8774,65517-1,Dora the Explorer Value Pack,2004,628,0,0.0000,0.0000,0.0000,0,USD
8775,65518-1,"Spider-Man Co-Pack 1 (4853, 4857)",2004,706,0,0.0000,0.0000,0.0000,0,USD
8776,6552-1,Rocky River Retreat,1993,83,241,163.5467,136.0797,191.0137,2,USD
8777,65524-1,Hogwarts Express (2nd edition) Co-Pack,2004,246,0,1080.0677,1080.0677,1080.0677,1,USD
8778,65527-1,Vladek's Attack,2004,198,0,0.0000,0.0000,0.0000,0,USD
8779,6553-1,Crisis News Crew,1997,89,136,54.2475,38.0000,74.9900,4,USD
8780,65535-1,X-Pod Play Off Game Pack,2004,478,2,81.8029,70.0000,92.6500,10,USD
8781,65537-1,Classic Freight Train,2004,238,0,0.0000,0.0000,0.0000,0,USD
8782,6554-1,Blaze Brigade,1997,98,259,148.8567,49.9900,400.0000,6,USD
8783,65542-1,Click-N-Store Jewelry Set Co-Pack (7514 with jewelry box),2004,500,1,0.0000,0.0000,0.0000,0,USD
8784,65545-1,Ta-Metru Collector's Pack,2004,324,1,0.0000,0.0000,0.0000,0,USD
8785,65549-1,Bionicle Bonus Pack (8615 8617 8619 plus three Bionicle Comic books),2004,357,0,0.0000,0.0000,0.0000,0,USD
8786,6555-1,Sea Hunter,1997,86,32,46.1910,15.3970,76.9849,2,USD
8787,6556-1,Scuba Squad,1997,86,77,24.5672,19.5397,27.1719,4,USD
8788,6557-1,Treasure Hunters,1997,86,144,312.4950,299.9900,325.0000,3,USD
8789,65572-1,Spider-Man Co-Pack,2005,706,0,4845.0776,4690.1551,5000.0000,2,USD
8790,65573-1,Rumble Racers,2005,116,0,0.0000,0.0000,0.0000,0,USD
8791,65579-1,Knights' Kingdom Value Pack 8770 and 8771 with Foam Helmet,2004,198,1,0.0000,0.0000,0.0000,0,USD
8792,65580-1,Knights' Kingdom Value Pack 8772 and 8774 with Foam Helmet,2004,198,1,0.0000,0.0000,0.0000,0,USD
8793,6558-1,Shark Cage Cove,1997,86,198,101.4475,82.8949,120.0000,2,USD
8794,6559-1,Deep Sea Bounty,1997,86,353,269.4399,236.8765,300.0000,5,USD
8795,6560-1,Diving Expedition Explorer,1997,86,478,397.9451,397.9451,397.9451,1,USD
8796,656-1,Car and Caravan,1974,423,49,159.1781,159.1781,159.1781,1,USD
8797,6561-1,Hot Rod Club,1994,82,241,0.0000,0.0000,0.0000,0,USD
8798,6562-1,Gas Stop Shop,1995,76,226,113.6913,113.6913,113.6913,1,USD
8799,6563-1,Gator Landing,1996,83,238,143.8736,106.5944,200.9000,4,USD
8800,6564-1,Recycle Truck,1997,103,35,22.1484,14.0000,35.5196,8,USD
8801,65642-1,The Grand Tournament Limited Edition Value Pack,2004,198,2,0.0000,0.0000,0.0000,0,USD
8802,6565-1,Construction Crew,1997,97,78,11.8438,11.8438,11.8438,2,USD
8803,6566-1,Bank,1997,103,106,70.6512,55.0000,82.9068,6,USD
8804,6567-1,Speed Splash,1998,87,28,18.1531,15.0000,22.0791,8,USD
8805,6568-1,Drag Race Rally,1998,87,296,0.0000,0.0000,0.0000,0,USD
8806,6569-1,Polar Scout,2000,51,0,46.6300,39.9900,49.9900,3,USD
8807,6570-1,Snowmobile,1998,51,43,0.0000,0.0000,0.0000,0,USD
8808,657-1,Executive Jet,1974,412,36,120.4675,95.9350,145.0000,2,USD
8809,6571-1,Flame Fighters,1994,74,433,0.0000,0.0000,0.0000,0,USD
8810,65716-1,Limited Edition Collector Pack with Vohtarak Sidorak and Life-Size Toa Hordika Mask (8742 8756),2004,324,0,101.6500,101.6500,101.6500,1,USD
8811,6572-1,Wind Runners,1998,87,52,30.8534,19.2800,47.3635,7,USD
8812,6573-1,Arctic Expedition,2000,51,121,50.0723,35.0000,65.0000,5,USD
8813,65743-1,City Construction Value Pack (7246 7242 7248),2005,56,0,150.0000,150.0000,150.0000,1,USD
8814,6575-1,Polar Base,2000,51,440,177.1633,125.0000,256.5000,3,USD
8815,65757-1,Special Edition Guardian Toa (8762/8763),2005,349,0,151.6727,113.8598,189.4856,2,USD
8816,6576-1,Sledge,1998,51,24,0.0000,0.0000,0.0000,0,USD
8817,65766-1,Thomas Bridge & Tunnel Set,2005,631,15,0.0000,0.0000,0.0000,0,USD
8818,65767-1,Attack from the Sea,2005,198,0,0.0000,0.0000,0.0000,0,USD
8819,65768-1,Jayko Value Pack 8783 and 8772 with Sword and Helmet,2005,198,2,0.0000,0.0000,0.0000,0,USD
8820,65769-1,Vladek Value Pack,2005,198,2,71.6301,47.7534,95.5068,3,USD
8821,6577-1,Snow Scooter,2000,51,21,14.5087,11.2516,17.7657,2,USD
8822,65771-1,Episode III Collectors' Set,2005,158,2,330.7089,204.1366,449.9900,4,USD
8823,65773-1,James and Percy Tunnel Set,2005,631,1,0.0000,0.0000,0.0000,0,USD
8824,65777-1,City Fire Value Pack (7238 7239 7240 7241),2005,58,0,189.5012,189.5012,189.5012,1,USD
8825,6578-1,Polar Explorer,2000,51,22,26.1049,15.0000,48.7394,6,USD
8826,6579-1,Ice Surfer,2000,51,43,20.8753,18.9501,23.6758,3,USD
8827,65799-1,City Fire Station Value Pack,2005,58,0,277.7190,201.3075,354.1304,2,USD
8828,65800-1,City Construction Set Value Pack,2005,56,0,0.0000,0.0000,0.0000,0,USD
8829,6580-1,Land Jet 7,1998,87,113,0.0000,0.0000,0.0000,0,USD
8830,65801-1,Trains Value Pack,2005,239,0,888.2870,888.2870,888.2870,1,USD
8831,65808-1,Toa Hordika Value Pack,2005,324,0,0.0000,0.0000,0.0000,0,USD
8832,658-1,Fire Engine,1974,417,38,0.0000,0.0000,0.0000,0,USD
8833,6581-1,Dig 'N' Dump,1996,72,128,37.2014,2.9371,109.4531,23,USD
8834,65813-1,Special Edition Co-Pack with Sidorak and Toa Iruini (8756 8762),2005,324,0,0.0000,0.0000,0.0000,0,USD
8835,6582-1,Daredevil Flight Squad,1998,87,288,0.0000,0.0000,0.0000,0,USD
8836,6584-1,Extreme Team Challenge,1998,87,364,105.0000,105.0000,105.0000,1,USD
8837,65844-1,Star Wars Co-Pack of 7255 4492 and 4494,2005,158,0,0.0000,0.0000,0.0000,0,USD
8838,65845-1,Star Wars Co-Pack of 7256 4492 and 4494,2005,158,0,0.0000,0.0000,0.0000,0,USD
8839,65849-1,Bionicle Co-Pack (contains 8758 and 851097),2005,341,0,0.0000,0.0000,0.0000,0,USD
8840,6585-1,Hang-Glider,1998,87,19,21.2156,7.5800,49.3183,4,USD
8841,65851-1,Knights Kingdom II Co-Pack (contains 8876 and life size sword),2005,198,1,0.0000,0.0000,0.0000,0,USD
8842,6586-1,Polar Scout,2000,51,56,27.4500,27.4500,27.4500,1,USD
8843,6589-1,Radical Racer,1998,87,83,45.4850,35.1500,54.0000,8,USD
8844,6590-1,Vacation Camper,1988,85,116,225.9586,225.9586,225.9586,1,USD
8845,659-1,Police Patrol with Policemen,1975,421,49,80.4664,41.4534,120.0000,3,USD
8846,6591-1,Nitro Dragsters,1989,82,144,263.1671,189.5012,300.0000,3,USD
8847,6592-1,Vacation Hideaway,1990,69,117,265.8337,265.8337,265.8337,1,USD
8848,6593-1,Blaze Battler,1991,74,125,222.6783,72.0000,600.0000,4,USD
8849,6594-1,Gas Transit,1992,76,124,101.5011,72.7200,130.2821,2,USD
8850,6595-1,Surf Shack,1993,83,93,70.4064,59.2191,76.0000,3,USD
8851,6596-1,Wave Master,1995,77,134,0.0000,0.0000,0.0000,0,USD
8852,6597-1,Century Skyway,1994,68,905,583.0592,532.9722,649.9500,4,USD
8853,6598-1,Metro PD Station,1996,80,567,343.7500,290.0000,500.0000,4,USD
8854,6599-1,Shark Attack,1997,86,59,168.0000,168.0000,168.0000,1,USD
8855,6600-1,Police Patrol,1981,80,23,0.0000,0.0000,0.0000,0,USD
8856,6600-2,Highway Construction,2000,97,317,179.0356,119.0000,318.3561,6,USD
8857,660-1,Car with Plane Transporter,1975,423,41,86.2358,75.8005,100.0000,5,USD
8858,6601-1,Ice Cream Cart,1985,75,30,217.3447,204.6893,230.0000,2,USD
8859,6602-1,Fire Chief's Car,1981,74,25,0.0000,0.0000,0.0000,0,USD
8860,6602-2,Scorpion Buggy,2000,91,78,20.9433,14.9500,29.6096,6,USD
8861,6603-1,Shovel Truck,1985,72,27,79.3537,69.8786,88.8287,2,USD
8862,6604-1,Formula-I Racer,1985,82,31,0.0000,0.0000,0.0000,0,USD
8863,6605-1,Road Racer,1984,82,20,83.4990,66.3254,100.6725,5,USD
8864,6606-1,Road Repair Set,1983,85,26,70.5488,14.0000,288.0000,20,USD
8865,6607-1,Service Truck,1982,85,25,60.0950,21.3189,95.9350,5,USD
8866,6608-1,Tractor,1982,73,21,0.0000,0.0000,0.0000,0,USD
8867,6609-1,Race Car,1980,82,17,93.5662,93.5662,93.5662,1,USD
8868,6610-1,Gas Pumps,1981,76,29,269.3590,158.7180,380.0000,2,USD
8869,661-1,Spirit of St. Louis,1976,412,49,88.8287,88.8287,88.8287,1,USD
8870,6611-1,Fire Chief's Car,1981,74,20,58.7871,20.0000,90.1810,3,USD
8871,66116-1,City Emergency Services Vehicles (Multipack),2006,52,0,207.2670,207.2670,207.2670,1,USD
8872,66117-1,Offre Speciale (7235 7236 7238 7241),2007,52,0,0.0000,0.0000,0.0000,0,USD
8873,6612-1,Fire Chief's Car,1986,74,29,151.6725,37.7635,300.0000,3,USD
8874,6613-1,Telephone Booth,1986,85,26,0.0000,0.0000,0.0000,0,USD
8875,66138-1,Toa Hordika Collection,2005,350,0,0.0000,0.0000,0.0000,0,USD
8876,6614-1,Launch Evac 1,1995,88,122,46.5200,44.6500,50.0000,3,USD
8877,6615-1,Eagle Stunt Flyer,1996,68,76,35.3767,30.6204,39.9900,3,USD
8878,66151-1,Limited Edition Green Brick Tub Value-Pack,2006,505,0,0.0000,0.0000,0.0000,0,USD
8879,66156-1,Airport Value Pack (TRU Exclusive),2006,53,0,473.7459,473.7459,473.7459,1,USD
8880,6616-1,Rocket Dragster,2000,91,147,31.9850,30.0000,33.9700,2,USD
8881,6617-1,Tough Truck Rally,2000,91,384,48.2174,43.6700,53.2972,7,USD
8882,66174-1,City Firemen Bundle,2006,58,0,0.0000,0.0000,0.0000,0,USD
8883,66175-1,City Rescue Pack,2007,52,0,0.0000,0.0000,0.0000,0,USD
8884,66177-1,City Rescue Pack,2007,52,0,159.1781,159.1781,159.1781,1,USD
8885,6618-1,Blue Racer,2000,91,23,11.6714,7.4024,26.3301,6,USD
8886,66188-1,Creative Building Set,2007,37,0,0.0000,0.0000,0.0000,0,USD
8887,66189-1,Creative Building,2007,505,0,0.0000,0.0000,0.0000,0,USD
8888,6619-1,Red Four Wheel Driver,2000,91,20,13.3870,12.7739,14.0000,2,USD
8889,66193-1,City Super Pack (7890 7892 7902 7903),2007,60,0,238.7671,238.7671,238.7671,1,USD
8890,66194-1,City Super Pack,2007,56,0,562.5699,532.9603,592.1795,2,USD
8891,66195-1,City Super Pack (7238 7239 7241 7942 7945),2007,58,0,0.0000,0.0000,0.0000,0,USD
8892,6620-1,Ultimate Accessory Set 500,2006,346,507,0.0000,0.0000,0.0000,0,USD
8893,66207-1,Gift Set,2006,351,0,0.0000,0.0000,0.0000,0,USD
8894,66208-1,Mr. Magoriums big book (Mr. Magorium's Wonder Emporium),2007,23,0,47.5931,35.0000,69.8786,12,USD
8895,662-1,Dumper Lorry,1976,416,27,61.7077,43.9038,110.0000,8,USD
8896,6621-1,Fire Truck,1984,74,39,68.9201,40.0000,105.4101,4,USD
8897,66217-1,Farm Value Pack #2,2007,650,0,0.0000,0.0000,0.0000,0,USD
8898,6622-1,Mailman on Motorcycle,1984,81,30,128.5055,117.2539,148.0478,5,USD
8899,66221-1,X-wing Fighter and Luke Pilot Maquette Co-Pack (TRU Exclusive),2007,158,0,0.0000,0.0000,0.0000,0,USD
8900,66225-1,Gift Set,2007,389,0,0.0000,0.0000,0.0000,0,USD
8901,6623-1,Police Car,1983,80,40,93.1270,69.0000,117.2539,2,USD
8902,66231-1,Farm Value Pack,2007,650,0,0.0000,0.0000,0.0000,0,USD
8903,66236-1,Build & Play Value Pack,2008,505,0,0.0000,0.0000,0.0000,0,USD
8904,66237-1,Build & Play Value Pack,2008,37,0,0.0000,0.0000,0.0000,0,USD
8905,66239-1,City Super Pack 4 in 1 (7898 7997 7895 7896),2007,66,0,821.3693,671.5449,971.1937,2,USD
8906,6624-1,Delivery Van,1983,70,41,247.5221,93.5662,350.0000,3,USD
8907,66246-1,City Super Pack (7235 7245 7743),2008,61,0,129.6411,129.0000,130.2821,2,USD
8908,66247-1,City Super Pack (7741 7890 7942),2008,52,0,85.2755,85.2755,85.2755,1,USD
8909,6625-1,Speed Trackers,1996,80,66,79.9459,71.0630,88.8287,2,USD
8910,66255-1,City Super Pack 6 in 1 (7235 7236 7741 7890 7942 7945),2008,52,0,0.0000,0.0000,0.0000,0,USD
8911,66256-1,City Super Pack (7242 7733 7990 7991),2008,52,0,280.0000,280.0000,280.0000,1,USD
8912,66257-1,City Super Pack 4 in 1 (7235 7236 7741 7744),2008,61,0,0.0000,0.0000,0.0000,0,USD
8913,66258-1,City Super Pack (7990 7991 7993),2008,52,0,364.0479,296.0957,432.0000,2,USD
8914,66260-1,City Super Pack (7733 7734 7992),2008,54,0,0.0000,0.0000,0.0000,0,USD
8915,6626-1,Rescue Helicopter,1981,78,37,23.3900,23.3900,23.3900,1,USD
8916,6626-2,Snow Scooter,2000,51,20,16.6738,9.9000,35.6142,6,USD
8917,66262-1,Town Value Pack,2008,650,0,0.0000,0.0000,0.0000,0,USD
8918,66264-1,Duplo Super Pack 3 in 1,2008,650,0,0.0000,0.0000,0.0000,0,USD
8919,6627-1,Convertible,1980,85,37,161.9922,117.2539,225.0327,5,USD
8920,6628-1,Shell Tow Truck,1981,76,39,216.0130,216.0130,216.0130,1,USD
8921,6628-2,Construction Workers,1984,84,20,0.0000,0.0000,0.0000,0,USD
8922,66282-1,City Police Co-Pack,2008,61,0,0.0000,0.0000,0.0000,0,USD
8923,66283-1,Build and Play Value Pack,2009,505,0,0.0000,0.0000,0.0000,0,USD
8924,66284-1,Build and Play Value Pack,2009,37,0,0.0000,0.0000,0.0000,0,USD
8925,66290-1,City Super Pack 4 in 1 (4210 7736 7737 7738),2008,55,0,382.2289,349.9238,414.5339,2,USD
8926,6629-1,Ambulance,1981,78,39,125.5397,88.8287,170.5366,3,USD
8927,6630-1,Bucket Loader,1981,72,34,95.0000,95.0000,95.0000,1,USD
8928,66305-1,City Super Pack 3 in 1 (7235 7245 7743),2009,61,0,165.8136,165.8136,165.8136,1,USD
8929,66306-1,City Super Pack 3 in 1 (7736 7737 7738),2009,55,0,160.8456,130.2821,177.6455,4,USD
8930,66307-1,City Super Pack (7245 7732 8401),2009,52,0,72.5205,65.1410,79.9000,2,USD
8931,66308-1,Star Wars Super Pack 3 in 1 (7667 7668 8017),2009,158,0,289.6392,225.0327,404.0154,5,USD
8932,663-1,Hovercraft,1977,419,60,0.0000,0.0000,0.0000,0,USD
8933,66310-1,Value Pack,2011,505,0,0.0000,0.0000,0.0000,0,USD
8934,6631-1,Steam Shovel,1985,72,48,114.8807,90.0000,153.9697,3,USD
8935,66311-1,LEGO Creative Value Pack (TRU Exclusive),2010,37,0,0.0000,0.0000,0.0000,0,USD
8936,66318-1,Technic Super Pack 4 in 1 (8259 8290 8293 8294),2009,7,0,265.2994,258.2025,272.3962,2,USD
8937,66319-1,Power Miners Super Pack 3 in 1 (8709 8958 8959),2009,439,0,0.0000,0.0000,0.0000,0,USD
8938,66320-1,Zoo Super Pack 3 in 1,2009,650,0,0.0000,0.0000,0.0000,0,USD
8939,6632-1,Tactical Patrol Truck,1985,80,44,91.0029,69.4894,112.5163,2,USD
8940,66321-1,Zoo Super Pack 4 in 1,2009,650,0,0.0000,0.0000,0.0000,0,USD
8941,66325-1,City Super Pack 4 in 1 (7898 7997 7895 7896),2009,66,0,578.8640,503.3626,769.8487,4,USD
8942,66326-1,City Super Pack 4 in 1 (7239 7245 8401 7638),2009,52,0,135.9550,111.7812,165.8017,3,USD
8943,66328-1,City Super Pack 6 in 1 (7630 5610 5612 5613 7942 7236),2009,52,0,98.4059,94.7506,102.0611,2,USD
8944,66329-1,City Super Pack 3 in 1 (7236 7741 7942),2009,52,0,64.9500,50.0000,79.9000,2,USD
8945,66330-1,City Super Pack 5 in 1 (7632 7746 7990 8401 5620),2009,56,0,277.7318,259.3798,296.0838,2,USD
8946,6633-1,Family Car,1985,85,46,0.0000,0.0000,0.0000,0,USD
8947,66331-1,City Super Pack 3 in 1 (7630 7633 7990),2009,56,0,296.0838,296.0838,296.0838,1,USD
8948,66332-1,Duplo Super Pack 3 in 1,2009,650,0,0.0000,0.0000,0.0000,0,USD
8949,6634-1,Stock Car,1986,82,47,0.0000,0.0000,0.0000,0,USD
8950,66341-1,Star Wars Super Pack 3 in 1 (8014 8015 8091),2010,158,0,149.7993,119.1247,191.0137,7,USD
8951,66342-1,City Super Pack 3 in 1 (7213 7241 7942),2010,58,0,0.0000,0.0000,0.0000,0,USD
8952,66344-1,Super Pack 4 in 1,2010,632,0,0.0000,0.0000,0.0000,0,USD
8953,66345-1,City Super Pack 4 in 1 (3177 7241 7634 7638),2010,52,0,0.0000,0.0000,0.0000,0,USD
8954,66357-1,City Super Pack 4 in 1 (7208 7239 7241 7942),2010,58,0,0.0000,0.0000,0.0000,0,USD
8955,66358-1,City Super Pack 3 in 1 (7634 7635 7684),2010,57,0,230.9546,201.3450,266.4861,5,USD
8956,66359-1,Technic Super Pack 4 in 1 (8049 8259 8260 8293),2010,1,0,0.0000,0.0000,0.0000,0,USD
8957,66360-1,City Super Pack 4 in 1 (7207 7213 7241 7942),2010,58,0,212.5671,212.0045,213.1297,2,USD
8958,6636-1,Police Headquarters,2002,100,291,184.2977,142.1259,271.2236,7,USD
8959,66361-1,Duplo Super Pack 3 in 1,2008,634,0,0.0000,0.0000,0.0000,0,USD
8960,66362-1,City Super Pack 4 in 1 (3177 3179 8401 8402),2010,52,0,76.9277,67.8881,82.8949,3,USD
8961,66363-1,City Super Pack 4 in 1 (7235 7236 7245 7741),2010,61,0,0.0000,0.0000,0.0000,0,USD
8962,66364-1,Star Wars Super Pack 3 in 1 (7749 8083 8084),2010,158,0,161.6704,138.0000,177.6574,4,USD
8963,66365-1,Atlantis Super Pack 4 in 1 (8057 8058 8059 8080),2010,315,0,0.0000,0.0000,0.0000,0,USD
8964,66366-1,Star Wars Super Pack  3 in 1 (8089 8083 7749),2010,158,0,162.8817,145.0000,177.6574,5,USD
8965,66367-1,Farm Super Pack 3 in 1,2010,632,0,0.0000,0.0000,0.0000,0,USD
8966,66368-1,Star Wars Super Pack 3 in 1 (8083 8084 8092),2010,158,0,143.3089,140.9415,148.0407,11,USD
8967,6637-1,Ultimate Battle Set,2005,346,0,0.0000,0.0000,0.0000,0,USD
8968,66373-1,Fun Favor Pack,2010,22,0,0.0,0.0,0.0,0.0,none
8969,66374-1,City Super Pack 4 in 1 (7895 7896 7937 7939),2010,66,0,681.0200,651.4104,710.6296,4,USD
8970,66375-1,City Super Pack 4 in 1,2011,61,0,68.5483,66.0336,71.0630,2,USD
8971,66377-1,Star Wars Super Pack 3 in 1,2011,158,0,339.5391,296.0957,386.4900,4,USD
8972,66378-1,Star Wars Super Pack 3 in 1,2011,158,0,0.0000,0.0000,0.0000,0,USD
8973,66379-1,Co-Pack Bricks & More,2011,505,0,0.0000,0.0000,0.0000,0,USD
8974,66380-1,LEGO Creative Value Pack (TRU UK Exclusive),2011,37,0,0.0000,0.0000,0.0000,0,USD
8975,6638-1,Ultimate Creatures Accessory Set (Special Edition) 300+ Pieces,2006,346,285,379.0000,379.0000,379.0000,1,USD
8976,66383-1,Ninjago Super Pack 3 in 1,2011,435,0,98.0172,91.8217,104.2126,3,USD
8977,66386-1,Cars 2 Super Pack 3 in 1,2011,269,0,0.0000,0.0000,0.0000,0,USD
8978,66387-1,Cars 2 Super Pack 3 in 1,2011,269,0,49.7441,49.7441,49.7441,1,USD
8979,66388-1,City Super Pack 4 in 1,2011,61,0,0.0000,0.0000,0.0000,0,USD
8980,66389-1,City Super Pack 5 in 1,2011,61,0,0.0000,0.0000,0.0000,0,USD
8981,6639-1,Raven Racer,1995,82,70,19.8168,15.8256,23.6877,5,USD
8982,66392-1,Duplo Cars Super Pack 3 in 1,2012,506,0,0.0000,0.0000,0.0000,0,USD
8983,66393-1,DUPLO Super Pack 3 in 1,2011,632,0,0.0000,0.0000,0.0000,0,USD
8984,66394-1,Ninjago Super Pack 3 in 1,2011,435,0,296.0885,296.0885,296.0885,1,USD
8985,66395-1,Super Pack 3 in 1,2011,158,0,159.2995,152.7854,165.8136,2,USD
8986,66396-1,Star Wars Super Pack 3 in 1,2011,158,0,0.0000,0.0000,0.0000,0,USD
8987,66397-1,Technic Super Pack 4 in 1,2011,1,0,0.0000,0.0000,0.0000,0,USD
8988,66404-1,"Hero Factory Super Pack 2 in 1 (2065, 2067)",2011,401,0,0.0000,0.0000,0.0000,0,USD
8989,66405-1,City Super Pack 4 in 1 (7939 7937 7499 7895),2010,66,0,537.4124,450.0062,710.6296,3,USD
8990,66406-1,Hero Factory Super Pack 2 in 1,2011,400,0,0.0000,0.0000,0.0000,0,USD
8991,66407-1,Hero Factory Super Pack 2 in 1,2011,400,0,0.0000,0.0000,0.0000,0,USD
8992,66409-1,Cars Super Pack 3 in 1,2012,269,0,108.9632,105.4101,112.5163,2,USD
8993,664-1,TV Crew,1977,423,47,95.9350,95.9350,95.9350,1,USD
8994,66410-1,Super Pack 3 in 1,2012,435,0,0.0000,0.0000,0.0000,0,USD
8995,6641-1,4-Wheelin' Truck,1987,79,81,70.7096,47.3753,94.7506,4,USD
8996,66411-1,Super Pack 3 in 1,2012,158,0,214.9039,176.7600,326.1506,8,USD
8997,66412-1,City Super Pack 2 in 1,2012,61,0,0.0000,0.0000,0.0000,0,USD
8998,66414-1,"Hero Factory Super Pack 2 in 1 (2143, 2145)",2012,401,0,0.0000,0.0000,0.0000,0,USD
8999,6642-1,Police Helicopter,1988,80,65,47.6217,41.4534,53.7899,2,USD
9000,66426-1,City Super Pack 3 in 1,2012,58,0,106.5273,95.0863,118.4264,4,USD
9001,66427-1,"City Super Pack 4 in 1 (4436, 4437, 4439, 4441)",2012,61,0,152.7854,152.7854,152.7854,2,USD
9002,66428-1,"City Super Pack 4 in 1 (4436, 7235, 7279, 7498)",2012,61,0,0.0000,0.0000,0.0000,0,USD
9003,66429-1,Duplo Super Pack 3 in 1,2012,634,0,0.0000,0.0000,0.0000,0,USD
9004,66430-1,Zoo Super Pack 3 in 1,2012,632,0,0.0000,0.0000,0.0000,0,USD
9005,6643-1,Fire Truck,1988,74,74,0.0000,0.0000,0.0000,0,USD
9006,66431-1,"Star Wars Super Pack 3 in 1 (7914, 9488, 9491)",2012,158,0,285.0145,285.0145,285.0145,1,USD
9007,66432-1,Super Pack 3 in 1,2012,158,0,226.1218,219.1108,235.6921,5,USD
9008,66433-1,"Technic Super Pack 3 in 1 (8293, 9392, 9395)",2012,1,0,181.1679,163.3631,198.9726,2,USD
9009,66434-1,"Friends Super Pack 3 in 1 (3187, 3934, 3935)",2012,494,0,128.3153,128.3153,128.3153,1,USD
9010,66435-1,"Friends Super Pack 4 in 1 (3061, 3183, 3934, 3936)",2012,494,0,0.0000,0.0000,0.0000,0,USD
9011,66436-1,"City Super Pack 2 in 1 (4436, 4437)",2012,61,0,0.0000,0.0000,0.0000,0,USD
9012,66437-1,"Hero Factory Super Pack 2 in 1 (6216, 6293)",2012,400,0,0.0000,0.0000,0.0000,0,USD
9013,6644-1,Road Rebel,1990,85,72,99.2645,91.9345,106.5944,2,USD
9014,66444-1,Super Pack 3 in 1,2012,435,0,0.0000,0.0000,0.0000,0,USD
9015,66448-1,"City Super Pack 3 in 1 (60000, 60001, 60002)",2013,58,0,59.2191,59.2191,59.2191,1,USD
9016,66449-1,"Star Wars Super Pack 3 in 1 (75000, 75003, 75014)",2013,158,0,147.0308,130.2821,156.3255,17,USD
9017,66450-1,"Legends of Chima Super Pack 3 in 1 (70000, 70001, 70003)",2013,571,0,69.1863,61.5879,84.6703,4,USD
9018,6645-1,Street Sweeper,1991,85,65,148.0479,118.4383,177.6574,2,USD
9019,66451-1,"City Super Pack 4 in 1 (4431, 4432, 4433, 4435)",2012,52,0,0.0000,0.0000,0.0000,0,USD
9020,66452-1,"Hero Factory Super Pack 2 in 1 (6282, 6283)",2012,400,0,0.0000,0.0000,0.0000,0,USD
9021,66453-1,City Super Pack 4 in 1,2013,58,0,74.6161,71.0630,76.9849,3,USD
9022,66454-1,Farm Super Pack 3 in 1,2013,632,0,0.0000,0.0000,0.0000,0,USD
9023,66455-1,Friends Super Pack 3 in 1,2013,494,0,143.2973,143.2973,143.2973,1,USD
9024,66456-1,Star Wars Super Pack 3 in 1,2013,158,0,0.0000,0.0000,0.0000,0,USD
9025,6646-1,Screaming Patriot,1991,82,65,118.4383,118.4383,118.4383,1,USD
9026,6647-1,Highway Repair,1980,85,55,227.3827,227.3827,227.3827,1,USD
9027,66471-1,Hero Factory Super Pack 2 in 1,2014,400,0,0.0000,0.0000,0.0000,0,USD
9028,66473-1,Star Wars Super Pack 3 in 1,2013,158,0,675.7052,651.4104,700.0000,3,USD
9029,66474-1,Legends of Chima Super Pack 2 in 1,2013,571,0,119.9900,119.9900,119.9900,1,USD
9030,66475-1,City Super Pack 3 in 1,2013,52,0,180.0000,180.0000,180.0000,1,USD
9031,66476-1,City Super Pack 3 in 1,2014,52,0,66.3740,66.3740,66.3740,1,USD
9032,66478-1,Friends Super Pack 3 in 1,2014,494,0,55.9386,38.7182,82.9068,4,USD
9033,66479-1,"Super Pack 3 in 1 (75015, 75035, 75043)",2014,158,0,253.4460,253.4460,253.4460,2,USD
9034,6648-1,Mag Racer,1992,82,61,32.3419,31.9665,32.8516,16,USD
9035,66481-1,Hero Factory Super Pack 2 in 1,2013,400,0,0.0000,0.0000,0.0000,0,USD
9036,6648-2,Dump Truck,1980,72,42,294.9113,294.9113,294.9113,1,USD
9037,66482-1,Hero Factory Super Pack 2 in 1,2013,400,0,0.0000,0.0000,0.0000,0,USD
9038,66483-1,Hero Factory Super Pack 3 in 1,2013,400,0,0.0000,0.0000,0.0000,0,USD
9039,66484-1,Hero Factory Super Pack 3 in 1,2013,400,0,0.0000,0.0000,0.0000,0,USD
9040,66485-1,Hero Factory Super Pack 3 in 1,2013,400,0,0.0000,0.0000,0.0000,0,USD
9041,66488-1,Hero Factory Super Pack 2 in 1,2013,400,0,0.0000,0.0000,0.0000,0,USD
9042,6649-1,Street Sweeper,1995,85,63,53.3011,40.0000,71.0630,10,USD
9043,66491-1,Legends of Chima Super Pack 5 in 1,2014,571,0,171.1903,171.1903,171.1903,1,USD
9044,66492-1,City Super Pack 3 in 1,2014,61,0,91.8442,79.7927,104.2126,11,USD
9045,66493-1,"City Super Pack 4 in 1 (60050, 60052, 7499, 7895)",2014,66,0,458.5128,354.2825,636.7106,7,USD
9046,66494-1,Duplo Super Pack 3 in 1,2015,634,0,123.6488,123.6488,123.6488,6,USD
9047,66495-1,Star Wars Super Pack 3 in 1,2014,158,0,259.3773,259.3773,259.3773,1,USD
9048,66497-1,Friends Super Pack 9 in 1 - Animals Christmas Party Set,2013,494,0,0.0000,0.0000,0.0000,0,USD
9049,66498-1,Legends of Chima Super Pack 2 in 1 - Chi Hyper Laval,2013,571,0,0.0000,0.0000,0.0000,0,USD
