,set_num,name,year,theme_id,num_parts,price_mean,price_min,price_max,set_qty,currency
9271,6852-1,Sonar Security,1993,140,61,13.6757,6.5088,28.4021,40,USD
9272,6854-1,Alien Fossilizer,1996,131,53,15.5094,9.4082,30.1772,19,USD
9273,6856-1,Planetary Decoder,1996,131,78,11.8537,5.4319,25.0000,24,USD
9274,6857-1,The Dynamic Duo Funhouse Escape,2012,697,378,58.4892,36.9719,92.7055,24,USD
9275,6858-1,Catwoman Catcycle City Chase,2012,697,89,15.4102,8.5893,29.9900,60,USD
9276,6860-1,The Batcave,2012,697,691,81.3843,58.6800,109.9900,21,USD
9277,686-1,Tipper Trucks and Loader,1973,416,70,28.2018,5.9171,50.0000,18,USD
9278,6861-1,X1 Patrol Craft,1980,130,55,37.9004,26.7500,59.9500,10,USD
9279,6861-2,Super Model Building Instruction,1993,129,178,0.0000,0.0000,0.0000,0,USD
9280,6862-1,Secret Space Voyager,1991,136,254,0.0000,0.0000,0.0000,0,USD
9281,6862-2,Superman vs Power Armour Lex,2012,701,208,21.4706,10.0000,45.0000,49,USD
9282,6863-1,Batwing Battle Over Gotham City,2012,697,278,37.5191,17.5000,95.4362,49,USD
9283,6864-1,Batmobile and the Two-Face Chase,2012,697,531,59.2117,45.0000,86.0959,29,USD
9284,6865-1,Captain America's Avenging Cycle,2012,702,72,18.2829,3.9737,47.3368,18,USD
9285,6866-1,Wolverine's Chopper Showdown,2012,707,198,82.3955,23.8590,109.9900,21,USD
9286,6867-1,Loki's Cosmic Cube Escape,2012,702,181,34.3359,28.0000,50.0000,14,USD
9287,6868-1,Hulk’s Helicarrier Breakout,2012,702,388,60.7437,40.0000,89.9900,21,USD
9288,6869-1,Quinjet Aerial Battle,2012,702,750,74.8943,55.0000,94.6595,6,USD
9289,6870-1,Space Probe Launcher,1981,130,60,22.6155,8.2839,87.8827,65,USD
9290,687-1,Caravelle Plane,1973,412,48,20.2182,5.2850,41.4197,11,USD
9291,6871-1,Star Patrol Launcher,1984,130,71,25.7373,9.4674,87.8827,24,USD
9292,6872-1,Xenon X-Craft,1986,130,76,27.7618,10.6508,58.2447,21,USD
9293,6873-1,Spider-Man's Doc Ock Ambush,2012,706,295,39.5688,28.0000,74.4277,23,USD
9294,6874-1,Moon Rover,1986,130,66,23.7822,13.0176,72.8077,11,USD
9295,6875-1,Hovercraft,1988,132,93,26.0865,14.7927,53.2420,16,USD
9296,6876-1,Alienator,1988,128,92,42.7782,14.7927,200.0000,31,USD
9297,6877-1,Vector Detector,1990,136,62,20.5499,11.8224,50.1040,13,USD
9298,6878-1,Sub Orbital Guardian,1991,129,75,26.4459,14.7927,59.1710,19,USD
9299,6879-1,Blizzard Baron,1993,133,83,23.0487,7.6471,100.0000,33,USD
9300,6880-1,Surface Explorer,1982,130,83,29.6056,16.5679,88.7565,43,USD
9301,688-1,Shell Double Tanker,1973,418,63,21.1028,10.6508,60.0000,16,USD
9302,6881-1,Lunar Rocket Launcher,1984,130,98,23.5054,13.9078,59.9500,25,USD
9303,6882-1,Walking Astro Grappler,1985,130,102,40.8002,22.4850,82.0387,24,USD
9304,6883-1,Terrestrial Rover,1987,130,109,33.4605,14.2010,74.9500,18,USD
9305,6884-1,Aero Module,1987,132,107,41.8145,11.8342,250.0000,26,USD
9306,6885-1,Saturn Base Main Team (Crater Crawler),1988,132,101,26.3641,13.7356,88.7565,14,USD
9307,6886-1,Galactic Peace Keeper,1989,139,121,42.4324,21.3015,81.6559,24,USD
9308,6887-1,Allied Avenger,1991,129,100,64.4404,21.0530,200.0000,15,USD
9309,6889-1,Recon Robot,1994,142,136,23.9956,15.3845,70.0000,31,USD
9310,6890-1,Cosmic Cruiser,1982,130,115,46.9036,20.7098,142.0103,40,USD
9311,689-1,Mobile Crane,1974,416,46,21.7763,14.7927,33.5642,7,USD
9312,6891-1,Gamma V Laser Craft,1985,130,135,52.5908,29.5263,98.4464,30,USD
9313,6892-1,Modular Space Transport,1986,130,150,62.5973,28.4021,138.9216,14,USD
9314,6893-1,Orion II Hyperspace,1987,132,162,30.3161,16.5584,39.9286,9,USD
9315,6894-1,Invader,1987,128,159,51.4686,26.0352,120.0000,12,USD
9316,6895-1,Spy-Trak 1,1989,139,152,54.3394,29.5855,250.0000,22,USD
9317,6896-1,Celestial Forager,1990,136,92,46.7115,14.1931,150.0000,16,USD
9318,6897-1,Rebel Hunter,1992,140,146,38.2929,20.7098,75.0000,28,USD
9319,6898-1,Ice-Sat V,1993,133,136,40.9011,15.1107,100.0000,30,USD
9320,6899-1,Nebula Outpost,1996,131,159,31.8120,21.0000,47.3368,14,USD
9321,6900-1,Cyber Saucer,1997,144,112,36.7135,25.1811,59.1710,19,USD
9322,690-1,Shell Station,1974,418,73,34.4709,23.6684,40.0000,7,USD
9323,6901-1,Mobile Lab,1980,130,139,73.9362,45.8824,109.1497,10,USD
9324,6901-2,Space Plane,1998,144,20,6.3982,3.0000,13.1484,7,USD
9325,6902-1,Space Plane,1998,144,20,10.7416,8.1656,14.0000,3,USD
9326,6903-1,Bug Blaster,1998,134,24,5.7883,3.5503,15.0000,15,USD
9327,6905-1,Bi-Wing Blaster,1998,134,114,18.9228,8.0000,53.5219,8,USD
9328,6907-1,Sonic Stinger,1998,134,96,24.8988,15.4436,35.5026,11,USD
9329,6909-1,Sonic Stinger with Promotional Mask,1998,134,96,114.6985,114.6985,114.6985,1,USD
9330,6910-1,Mini Sports Car,2012,672,70,4.1069,1.5906,20.0000,38,USD
9331,691-1,Rescue Helicopter,1974,417,62,17.0852,7.1005,39.2000,24,USD
9332,6911-1,Mini Fire Truck,2012,672,69,3.9161,1.5906,9.2719,49,USD
9333,6912-1,Super Soarer,2012,672,130,7.3322,2.3859,30.0000,54,USD
9334,6913-1,Blue Roadster,2012,672,152,8.2812,3.5000,35.9900,82,USD
9335,6914-1,T-Rex,2012,672,191,15.7478,9.0000,22.4850,23,USD
9336,6915-1,Warp Wing Fighter,1997,144,234,66.1811,49.7036,87.4832,11,USD
9337,6918-1,Blacksmith Attack,2011,196,110,29.1916,24.8518,32.3132,14,USD
9338,6919-1,Planetary Prowler,1998,134,249,31.7953,23.6092,51.9925,17,USD
9339,692-1,Road Repair Crew,1975,416,59,17.8620,6.7973,43.7865,17,USD
9340,6921-1,Monorail Accessory Track,1988,132,46,185.8647,142.0103,232.9324,14,USD
9341,6923-1,Particle Ionizer,1990,136,190,61.3270,49.7036,85.8926,18,USD
9342,6925-1,Interplanetary Rover,1988,132,211,91.0084,35.9920,200.0000,12,USD
9343,6926-1,Mobile Recovery Vehicle,1986,130,150,66.4191,46.3309,115.0000,18,USD
9344,6927-1,All-Terrain Vehicle,1981,130,173,53.0995,23.0767,150.0000,48,USD
9345,6928-1,Uranium Search Vehicle,1984,130,201,65.4282,29.5855,147.9274,27,USD
9346,6929-1,Star Fleet Voyager,1981,130,246,67.3801,30.7689,147.9274,44,USD
9347,6930-1,Space Supply Station,1983,130,206,81.2416,53.2539,145.6228,34,USD
9348,693-1,Fire Engine with Firemen,1975,417,72,17.4513,9.4674,26.5204,8,USD
9349,6931-1,FX Star Patroller,1985,130,227,76.9097,68.0466,98.0000,11,USD
9350,6932-1,Stardefender 200,1987,132,251,107.0609,41.4197,190.3200,14,USD
9351,6933-1,Spectral Starguider,1991,129,212,131.4268,53.2539,887.4504,18,USD
9352,6934-1,BIONICLE Good Guy Polybag (Disney Promotional Sweden),2006,324,16,9.4555,9.4555,9.4555,2,USD
9353,6935-1,BIONICLE Bad Guy (Disney Promotional Sweden),2006,324,16,9.3037,3.5100,17.7395,4,USD
9354,6936-1,Piraka & Catapult,2007,324,20,0.0000,0.0000,0.0000,0,USD
9355,6937-1,Give Away,2006,324,17,7.4643,7.4643,7.4643,1,USD
9356,6938-1,Scorpion Detector,1996,131,196,33.5086,18.9347,61.1766,17,USD
9357,6939-1,Saucer Centurion,1994,142,222,47.8194,28.2837,73.3720,25,USD
9358,6940-1,Alien Moon Stalker,1986,130,268,116.3970,82.8275,171.0000,17,USD
9359,694-1,Transport Truck,1975,423,64,36.5284,5.9171,142.0103,8,USD
9360,6941-1,Battrax,1987,128,284,74.1792,57.9875,130.1170,16,USD
9361,6942-1,Zo Weevil,1999,134,20,9.4015,7.0000,10.9150,13,USD
9362,6943-1,Zo Weevil,1999,134,20,12.9300,12.9300,12.9300,1,USD
9363,6944-1,Good Guy 07,2007,324,20,10.1982,7.0000,14.9286,12,USD
9364,6945-1,Bad Guy,2007,324,25,8.2284,3.9765,14.9286,14,USD
9365,6946-1,Squid Launcher Function,2007,324,23,15.1566,14.9286,15.3845,2,USD
9366,6949-1,Robo-Guardian,1994,142,367,64.4780,40.2898,118.3419,19,USD
9367,6950-1,Mobile Rocket Transport,1982,130,205,89.0543,50.4276,158.9463,35,USD
9368,695-1,Racing Car,1976,423,67,16.2407,5.9053,47.6839,18,USD
9369,6951-1,Robot Command Center,1984,130,295,88.4237,52.0705,181.3094,27,USD
9370,6952-1,Solar Power Transporter,1985,130,305,85.6469,50.2953,130.0000,25,USD
9371,6953-1,Cosmic Laser Launcher,1987,132,211,104.5354,88.7565,118.3419,3,USD
9372,6954-1,Renegade,1987,128,315,202.1257,152.9415,283.8478,8,USD
9373,6955-1,Space Lock-Up Isolation Base,1989,139,252,191.6078,172.0592,211.1563,2,USD
9374,6956-1,Stellar Recon Voyager,1990,136,233,102.3917,73.3720,150.0000,17,USD
9375,6957-1,Solar Snooper,1992,140,253,98.6013,53.2539,195.2642,26,USD
9376,6958-1,Android Base,1996,131,275,85.9446,53.2539,188.1637,9,USD
9377,6959-1,Lunar Launch Site,1994,142,287,122.9429,78.1937,177.4537,12,USD
9378,696-1,Bus Stop,1976,423,80,30.3831,21.1928,60.0000,9,USD
9379,6963-1,X-wing Fighter - Mini (Kabaya Box),2004,158,41,12.0869,12.0869,12.0869,1,USD
9380,6963-2,X-wing Fighter - Mini (Polybag),2004,158,41,15.4653,12.0000,17.2059,3,USD
9381,6964-1,Boba Fett's Slave I - Mini (Kabaya Box),2004,158,25,0.0000,0.0000,0.0000,0,USD
9382,6964-2,Boba Fett's Slave I - Mini (Polybag),2004,158,25,0.0000,0.0000,0.0000,0,USD
9383,6965-1,TIE Interceptor - Mini (Kabaya Box),2004,158,32,0.0000,0.0000,0.0000,0,USD
9384,6965-2,TIE Interceptor - Mini (Polybag),2005,158,32,12.0000,12.0000,12.0000,1,USD
9385,6966-1,Jedi Starfighter - Mini,2005,158,38,5.3557,4.9900,6.5963,13,USD
9386,6966-2,Jedi Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,158,38,0.0000,0.0000,0.0000,0,USD
9387,6967-1,ARC-170 Starfighter - Mini,2005,158,42,9.2321,6.0000,14.3550,7,USD
9388,6967-2,ARC-170 Starfighter - Mini - Korean Duracell promo package with 8 AA batteries,2005,158,42,0.0000,0.0000,0.0000,0,USD
9389,6968-1,Mini Wookiee Attack,2005,158,48,0.0000,0.0000,0.0000,0,USD
9390,6969-1,Celestial Stinger,1998,134,256,56.7434,42.0589,82.8394,16,USD
9391,6970-1,Beta I Command Base,1980,130,270,141.4631,80.4725,262.5237,36,USD
9392,697-1,Stagecoach,1976,424,96,16.9435,11.3608,27.3522,9,USD
9393,6971-1,Inter-Galactic Command Base,1984,130,329,175.6397,139.0518,307.6890,23,USD
9394,697-2,Idea Book 697,1997,497,2,0.0,0.0,0.0,0.0,none
9395,6972-1,Polaris I Space Lab,1987,130,390,134.2121,95.8570,235.5005,22,USD
9396,6973-1,Deep Freeze Defender,1993,133,417,164.9175,110.8826,300.0000,26,USD
9397,6975-1,Alien Avenger,1997,144,371,87.7833,58.8340,142.0103,8,USD
9398,6977-1,Arachnoid Star Base,1998,134,434,93.9396,70.0000,130.0003,9,USD
9399,6979-1,Interstellar Starfighter,1997,144,292,114.3268,76.9223,177.5129,14,USD
9400,6980-1,Galaxy Commander,1983,130,443,172.5548,118.3419,295.8548,21,USD
9401,698-1,JAL Boeing 727,1977,412,45,42.4708,11.8342,175.0000,21,USD
9402,6981-1,Aerial Intruder,1991,129,267,103.1160,55.0000,160.0000,16,USD
9403,6982-1,Explorien Starship,1996,131,658,109.7640,82.8394,165.6787,12,USD
9404,6983-1,Ice Station Odyssey,1993,133,345,177.4824,112.4248,238.5905,13,USD
9405,6984-1,Galactic Mediator,1992,140,406,183.7095,118.3419,355.0258,14,USD
9406,6985-1,Cosmic Fleet Voyager,1986,130,413,237.5084,191.0942,414.1849,10,USD
9407,6986-1,Mission Commander,1989,139,478,263.3677,177.5129,473.3559,12,USD
9408,6987-1,Message Intercept Base,1988,128,575,389.7274,190.0000,600.0000,13,USD
9409,6987-2,Message Intercept Base,1988,128,575,0.0,0.0,0.0,0.0,none
9410,6988-1,Alpha Centauri Outpost,1991,129,406,218.9041,165.6787,289.9377,4,USD
9411,6989-1,Mega Core Magnetizer,1990,136,506,251.7316,165.6787,591.7097,18,USD
9412,6990-1,Monorail Transport System,1988,132,733,488.3001,377.5108,850.0000,16,USD
9413,699-1,Photo Safari,1977,423,130,39.2466,22.0000,74.5554,7,USD
9414,6991-1,Monorail Transport Base,1994,145,579,629.8341,497.0243,1005.9065,9,USD
9415,6999-1,Cyber Saucer,1997,144,115,0.0000,0.0000,0.0000,0,USD
9416,70000-1,Razcal's Glider,2013,571,109,7.0153,3.5503,16.8236,62,USD
9417,7000-1,Baby Ankylosaurus,2001,386,37,5.6369,3.4477,8.8756,18,USD
9418,70001-1,Crawley’s Claw Ripper,2013,571,139,9.1577,4.9500,23.6684,64,USD
9419,70002-1,Lennox' Lion Attack,2013,571,230,14.3096,6.3624,43.7747,50,USD
9420,70003-1,Eris' Eagle Interceptor,2013,571,348,19.1225,11.9295,34.9900,29,USD
9421,70004-1,Wakz' Pack Tracker,2013,571,297,18.8966,13.0000,41.4078,36,USD
9422,70005-1,Laval's Royal Fighter,2013,571,417,24.4703,14.9800,56.7923,31,USD
9423,70006-1,Cragger’s Command Ship,2013,571,609,59.8814,40.0000,100.5788,16,USD
9424,70007-1,Eglor's Twin Bike,2013,571,223,18.4190,9.2969,67.4000,25,USD
9425,70008-1,Gorzan’s Gorilla Striker,2013,571,505,32.3393,17.7513,52.7132,17,USD
9426,70009-1,Worriz’s Combat Lair,2013,571,664,45.3396,38.2354,55.7863,4,USD
9427,700-1,10 x 20 Brickplate,1966,371,6,4.0027,0.7500,7.1005,20,USD
9428,70010-1,The Lion CHI Temple,2013,571,1259,117.8810,67.8600,199.9900,17,USD
9429,700.1-1,Extra-Large Gift Set (ABB),1949,365,142,0.0000,0.0000,0.0000,0,USD
9430,7001-1,Baby Iguanodon,2001,386,23,6.1100,2.5000,9.4674,16,USD
9431,700.1.1-1,Single 2 x 4 Brick (ABB),1950,371,1,0.0000,0.0000,0.0000,0,USD
9432,70011-1,Eagles’ Castle,2013,572,372,26.1706,18.0000,34.9900,5,USD
9433,700.1-2,Extra-Large Gift Set (Mursten),1953,366,0,390.5284,248.5181,532.5387,2,USD
9434,700.1.2-1,Single 2 x 2 Brick (ABB),1950,371,1,0.0000,0.0000,0.0000,0,USD
9435,70012-1,Rubber Bands,1985,453,20,0.0000,0.0000,0.0000,0,USD
9436,70012-2,Razar’s CHI Raider,2013,571,412,28.0560,15.9060,35.1421,5,USD
9437,70013-1,Equila's Ultra Striker,2013,571,339,24.3733,19.5117,32.8347,11,USD
9438,700.1.4-1,Individual 1 x 2 Bricks,1953,371,1,0.0000,0.0000,0.0000,0,USD
9439,70014-1,The Croc Swamp Hideout,2013,571,646,96.9742,82.7898,118.3419,4,USD
9440,700.16-1,Individual 2 x 8 Bricks,1954,371,5,0.0000,0.0000,0.0000,0,USD
9441,700.20-1,Individual 2 x 10 Bricks,1954,371,5,0.0000,0.0000,0.0000,0,USD
9442,700.2-1,Large Gift Set (ABB),1949,365,178,0.0000,0.0000,0.0000,0,USD
9443,7002-1,Baby Brachiosaurus,2001,386,31,7.8726,4.7337,10.6508,11,USD
9444,700.2-2,Gift Package,1957,366,0,0.0000,0.0000,0.0000,0,USD
9445,700.24-1,Individual 2 x 12 Bricks,1954,371,5,0.0000,0.0000,0.0000,0,USD
9446,700.28-1,Individual 2 x 14 Bricks,1954,371,5,0.0000,0.0000,0.0000,0,USD
9447,700.3-1,Medium Gift Set (ABB),1949,365,142,0.0000,0.0000,0.0000,0,USD
9448,7003-1,Baby Dimetrodon,2001,386,20,7.2488,3.4082,13.7500,21,USD
9449,700.3.4-1,Individual 2 x 3 Bricks,1953,371,5,0.0000,0.0000,0.0000,0,USD
9450,700.3A-2,Gift Package,1957,372,0,275.0000,275.0000,275.0000,1,USD
9451,7009-1,The Final Joust,2007,193,62,28.3973,19.5264,35.8593,14,USD
9452,700.A-1,Small Brick Set (ABB),1949,371,24,0.0000,0.0000,0.0000,0,USD
9453,700.B-1,Small Doors and Windows Set (ABB),1949,371,12,426.0310,426.0310,426.0310,1,USD
9454,700.B.1-1,Single 1 x 4 x 2 Window without Glass (ABB),1950,371,1,0.0000,0.0000,0.0000,0,USD
9455,700.B.2-1,Single 1 x 2 x 3 Window without Glass (ABB),1950,371,1,0.0000,0.0000,0.0000,0,USD
9456,700.B.3-1,Single 1 x 2 x 2 Window without Glass (ABB),1950,371,1,0.0000,0.0000,0.0000,0,USD
9457,700.B.4-1,Single 1 x 2 x 4 Door without Glass (ABB),1950,371,1,0.0000,0.0000,0.0000,0,USD
9458,700.C-1,Tall Classic Windows/Door (with Glass),1954,371,24,532.5387,532.5387,532.5387,1,USD
9459,700.C.1-1,Individual 1 x 6 x 4 Panorama Window (with glass),1954,371,4,0.0000,0.0000,0.0000,0,USD
9460,700.C.2-1,Individual 1 x 6 x 3 3-Pane Window (with glass),1954,371,4,0.0000,0.0000,0.0000,0,USD
9461,700.C.3-1,Individual 1 x 6 x 3 Shutter Window (with glass),1954,371,4,0.0000,0.0000,0.0000,0,USD
9462,700.C.4-1,Individual 1 x 4 x 3 Window (with glass),1954,371,4,0.0000,0.0000,0.0000,0,USD
9463,700.C.5-1,Individual 1 x 3 x 3 Window (with glass),1954,371,4,0.0000,0.0000,0.0000,0,USD
9464,700.C.6-1,Individual 1 x 2 x 4 Door (with glass),1954,371,4,0.0000,0.0000,0.0000,0,USD
9465,700.F-1,Automatic Binding Bricks - Small Brick Set (Lego Mursten),1953,371,48,0.0000,0.0000,0.0000,0,USD
9466,700GP0-1,Gift Package,1957,372,244,0.0,0.0,0.0,0.0,none
9467,700GP5-1,Gift Package (Lego Mursten),1954,372,54,0.0,0.0,0.0,0.0,none
9468,700GP6-1,Gift Package (Lego Mursten),1954,372,46,0.0,0.0,0.0,0.0,none
9469,700GP6-2,Gift Package,1957,372,46,0.0,0.0,0.0,0.0,none
9470,700.H-1,Individual 4 x 4 Corner Bricks,1954,371,5,0.0000,0.0000,0.0000,0,USD
9471,700K-1,Kindergarten LEGO Set,1960,513,476,686.3832,662.7148,710.0516,2,USD
9472,700L-1,Empty Kindergarten LEGO Box,1961,513,1,0.0000,0.0000,0.0000,0,USD
9473,70100-1,Ring of Fire,2013,572,78,5.7490,1.5000,10.3389,13,USD
9474,70101-1,Target Practice,2013,572,101,7.1268,3.5503,11.4630,8,USD
9475,70102-1,CHI Waterfall,2013,572,107,5.9824,1.5000,7.4175,8,USD
9476,70103-1,Boulder Bowling,2013,572,93,7.6754,5.0000,11.1342,19,USD
9477,70104-1,Jungle Gates,2013,572,81,6.8446,4.5653,11.8342,4,USD
9478,70105-1,Nest Dive,2013,572,97,7.9096,3.9405,10.5964,14,USD
9479,70106-1,Ice Tower,2013,572,101,5.3387,2.9925,8.7534,10,USD
9480,70107-1,Skunk Attack,2013,572,97,8.4794,6.6228,11.8342,7,USD
9481,70108-1,Royal Roost,2013,572,100,6.4791,1.5000,12.0306,7,USD
9482,70109-1,Whirling Vines,2013,572,77,5.7270,2.7000,7.6922,9,USD
9483,701-1,Hinges,1984,443,3,0.0000,0.0000,0.0000,0,USD
9484,70110-1,Tower Target,2013,572,92,7.0458,5.4611,8.2839,7,USD
9485,70111-1,Swamp Jump,2013,572,91,7.9621,7.0000,9.4674,5,USD
9486,70112-1,Croc Chomp,2013,572,105,10.6339,5.8193,17.7513,5,USD
9487,70113-1,CHI Battles,2013,572,92,8.5883,5.8252,12.5000,11,USD
9488,70114-1,Sky Joust,2013,572,117,11.4943,8.9800,15.1087,8,USD
9489,70115-1,Ultimate Speedor Tournament,2013,572,236,25.1039,20.0000,39.0410,5,USD
9490,70123-1,Lion Legend Beast,2014,574,120,9.7774,5.3125,22.6686,49,USD
9491,70124-1,Eagle Legend Beast,2014,574,104,9.3630,7.1005,11.8342,17,USD
9492,70125-1,Gorilla Legend Beast,2014,574,107,9.3162,5.0295,13.1332,28,USD
9493,70126-1,Crocodile Legend Beast,2014,574,121,10.0361,7.1005,16.4168,35,USD
9494,70127-1,Wolf Legend Beast,2014,574,111,10.1218,5.3125,21.3015,33,USD
9495,70128-1,Braptor's Wing Striker,2014,571,146,13.1203,7.0000,24.6367,15,USD
9496,70129-1,Lavertus' Twin Blade,2014,571,182,15.4437,7.6471,29.5855,22,USD
9497,701-3,Hinges,1986,443,6,0.0000,0.0000,0.0000,0,USD
9498,70130-1,Sparratus' Spider Stalker,2014,571,292,15.8683,10.6250,23.6684,16,USD
9499,70131-1,Rogon's Rock Flinger,2014,571,257,25.2435,15.3000,39.9670,14,USD
9500,70132-1,Scorm's Scorpion Stinger,2014,571,433,38.9356,26.2719,59.5387,7,USD
9501,70133-1,Spinlyn's Cavern,2014,571,407,24.8518,23.6684,26.0352,2,USD
9502,70134-1,Lavertus’ Outland Base,2014,571,684,48.1270,43.0000,53.2539,2,USD
9503,70135-1,Cragger's Fire Striker,2014,571,380,23.0260,15.2941,35.4907,10,USD
9504,70136-1,Banana Bash,2014,572,120,0.0000,0.0000,0.0000,0,USD
9505,70137-1,Bat Strike,2014,572,98,15.0454,6.7973,17.8815,5,USD
9506,70138-1,Web Dash,2014,572,74,9.3468,8.0473,10.6508,16,USD
9507,70139-1,Sky Launch,2014,572,111,10.4671,9.9341,11.0000,2,USD
9508,70140-1,Stinger Duel,2014,572,85,36.6026,26.8458,46.3594,2,USD
9509,70141-1,Vardy's Ice Vulture Glider,2014,571,216,9.9151,7.3947,14.2010,13,USD
9510,70142-1,Eris' Fire Eagle Flyer,2014,571,330,21.4094,10.6508,41.4078,14,USD
9511,70143-1,Sir Fangar's Sabre-Tooth Walker,2014,571,415,22.3099,19.5264,27.8356,9,USD
9512,70144-1,Laval's Fire Lion,2014,571,450,35.8801,29.1881,45.0000,12,USD
9513,70145-1,Maula’s Ice Mammoth Stomper,2014,571,604,66.9439,46.4843,78.8058,3,USD
9514,70146-1,Flying Phoenix Fire Temple,2014,571,1300,72.3111,63.0057,94.6595,6,USD
9515,70147-1,Sir Fangar’s Ice Fortress,2014,571,670,78.1057,78.1057,78.1057,1,USD
9516,70149-1,Scorching Blades,2014,572,77,8.7554,8.7534,8.7573,2,USD
9517,70150-1,Flaming Claws,2014,572,74,9.6308,6.2910,14.2010,7,USD
9518,7015-1,Viking Warrior challenges the Fenris Wolf,2005,474,76,20.7658,11.9077,40.0483,17,USD
9519,70151-1,Frozen Spikes,2014,572,78,6.8558,6.7115,7.0000,2,USD
9520,70155-1,Inferno Pit,2014,572,74,6.1518,4.6745,7.9473,4,USD
9521,70156-1,Fire vs. Ice,2014,572,102,16.7925,11.8342,19.1177,4,USD
9522,70160-1,Riverside Raid,2014,303,88,9.8344,5.9605,25.0000,17,USD
9523,7016-1,Viking Boat against the Wyvern Dragon,2005,474,112,51.9502,38.9900,60.0000,6,USD
9524,70161-1,Tremor Track Infiltration,2014,303,241,16.5935,12.0000,25.0000,18,USD
9525,70162-1,Infearno Interception,2014,303,311,28.6589,23.6649,50.9900,11,USD
9526,70163-1,Toxikita's Toxic Meltdown,2014,303,429,33.7566,22.9412,62.0000,10,USD
9527,70164-1,Hurricane Heist,2014,303,589,36.5137,33.5573,43.0480,7,USD
9528,70165-1,Ultra Agents Mission HQ,2014,303,1058,104.6840,80.3979,139.9900,10,USD
9529,70166-1,Spyclops Infiltration,2015,303,108,11.7465,7.6922,19.1177,8,USD
9530,70167-1,Invizable Gold Getaway,2015,303,236,22.4279,16.3615,33.1138,4,USD
9531,70168-1,Drillex Diamond Job,2015,303,311,27.4700,23.6684,33.1239,5,USD
9532,70169-1,Agent Stealth Patrol,2015,303,475,40.2829,36.4075,47.3249,3,USD
9533,70170-1,UltraCopter vs. AntiMatter,2015,303,613,61.5042,40.5913,71.0052,5,USD
9534,7017-1,Viking Catapult versus the Nidhogg Dragon,2005,474,225,53.9705,31.0000,90.0000,14,USD
9535,70171-1,Ultrasonic Showdown,2015,303,184,0.0000,0.0000,0.0000,0,USD
9536,70172-1,AntiMatter's Portal Hideout,2015,303,473,90.8277,87.4832,95.0000,3,USD
9537,70173-1,Ultra Agents Ocean HQ,2015,303,1202,242.6010,242.6010,242.6010,1,USD
9538,7018-1,Viking Ship challenges the Midgard Serpent,2005,474,583,199.4407,131.8625,298.2381,19,USD
9539,7019-1,Viking Fortress against the Fafnir Dragon,2005,474,1043,226.0989,165.6787,299.4879,11,USD
9540,70200-1,CHI Laval,2013,573,55,10.4730,5.5786,22.0000,32,USD
9541,7020-1,Army of Vikings with Heavy Artillery Wagon,2006,474,312,70.4976,69.9900,71.0052,2,USD
9542,70201-1,CHI Eris,2013,573,67,9.9544,5.4611,21.2897,33,USD
9543,70202-1,CHI Gorzan,2013,573,58,9.7666,5.5458,19.8683,19,USD
9544,70203-1,CHI Cragger,2013,573,65,11.7267,3.8235,22.5727,31,USD
9545,70204-1,CHI Worriz,2013,573,55,12.2491,6.6406,21.2897,24,USD
9546,70205-1,CHI Razar,2013,573,68,11.5512,5.5671,29.5263,15,USD
9547,70206-1,CHI Laval,2014,573,49,15.5546,9.4674,26.0234,14,USD
9548,70207-1,CHI Cragger,2014,573,58,11.6302,10.0000,12.6655,6,USD
9549,70208-1,CHI Panthar,2014,573,59,26.7089,21.2327,29.5855,4,USD
9550,70209-1,CHI Mungus,2014,573,64,18.2916,17.7513,18.5797,3,USD
9551,702-1,12V Motor with Accessories Pack,1969,242,25,0.0000,0.0000,0.0000,0,USD
9552,70210-1,CHI Vardy,2014,573,68,14.1158,6.6406,27.2068,8,USD
9553,7021-1,Viking Double Catapult versus the Armored Ofnir Dragon,2006,474,505,95.4019,75.0000,130.1761,9,USD
9554,70211-1,CHI Fluminox,2014,573,91,19.9740,14.2010,35.4907,9,USD
9555,70212-1,CHI Sir Fangar,2014,573,97,34.0269,23.9062,41.4197,7,USD
9556,70220-1,Strainor's Saber Cycle,2015,571,160,9.0261,6.7973,10.5916,7,USD
9557,70221-1,Flinx's Ultimate Phoenix,2015,571,172,18.7068,14.7927,23.6684,6,USD
9558,70222-1,Tormak's Shadow Blazer,2015,571,310,23.4120,7.5000,30.0000,4,USD
9559,70223-1,Icebite's Claw Driller,2015,571,629,47.6938,47.6938,47.6938,1,USD
9560,70224-1,Tiger's Mobile Command,2015,571,712,86.9290,82.8394,89.0000,3,USD
9561,70225-1,Bladvic's Rumble Bear,2015,571,414,33.1138,33.1138,33.1138,1,USD
9562,70226-1,Mammoth's Frozen Stronghold,2015,571,620,37.5000,35.0000,40.0000,2,USD
9563,70227-1,King Crominus' Rescue,2015,571,863,59.0000,59.0000,59.0000,1,USD
9564,70228-1,Vultrix's Sky Scavenger,2015,571,480,0.0000,0.0000,0.0000,0,USD
9565,70229-1,Lion Tribe Pack,2015,571,78,9.2481,7.1005,11.8224,11,USD
9566,702-3,Motor Wires,1984,443,2,0.0000,0.0000,0.0000,0,USD
9567,70230-1,Ice Bear Tribe Pack,2015,571,75,10.1270,7.2850,17.7513,14,USD
